epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
15,0.5112984776496887,0.8264511823654175,9.999999974752427e-07,1.5283721685409546,0.5722198486328125,0.4529511034488678,0.8435013294219971,0.9810088276863098,0.4225688874721527,0.8579235076904297,0.8328912258148193
16,0.5075885057449341,0.8255543112754822,9.999999974752427e-07,1.5416028499603271,0.568412184715271,0.45396289229393005,0.8355437517166138,0.9764735698699951,0.4752746522426605,0.845108687877655,0.8249337077140808
17,0.517706573009491,0.836065411567688,9.999999974752427e-07,1.4799796342849731,0.5814546942710876,0.4610455334186554,0.8249337077140808,0.9738772511482239,0.5053929090499878,0.8410958647727966,0.8143236041069031
18,0.5332208871841431,0.8447221517562866,9.999999974752427e-07,1.4076621532440186,0.596746563911438,0.47015178203582764,0.8222811818122864,0.9735767245292664,0.509864866733551,0.8410958647727966,0.8143236041069031
19,0.5561551451683044,0.8541219234466553,9.999999974752427e-07,1.3486489057540894,0.6208068132400513,0.4930860102176666,0.8355437517166138,0.9736471176147461,0.5057491064071655,0.8493150472640991,0.8222811818122864
20,0.5510961413383484,0.8518498539924622,9.999999974752427e-07,1.3665968179702759,0.6187233924865723,0.49038785696029663,0.8381962776184082,0.9735711812973022,0.5047088861465454,0.848901093006134,0.8196286559104919
21,0.5446880459785461,0.8498042225837708,2.0000000233721948e-07,1.3726005554199219,0.6080617308616638,0.47824621200561523,0.8328912258148193,0.972884476184845,0.5126835107803345,0.8465753197669983,0.8196286559104919
22,0.5585160255432129,0.8540160059928894,2.0000000233721948e-07,1.3615601062774658,0.6158690452575684,0.494772344827652,0.8355437517166138,0.9719500541687012,0.5223492980003357,0.8527777791023254,0.8143236041069031
23,0.5770657658576965,0.8665977716445923,2.0000000233721948e-07,1.2782232761383057,0.6373997330665588,0.5092748999595642,0.8302386999130249,0.9709235429763794,0.5316547155380249,0.8444444537162781,0.8063660264015198
24,0.5534570217132568,0.8511731028556824,2.0000000233721948e-07,1.3703234195709229,0.6175095438957214,0.4900505840778351,0.8249337077140808,0.969595193862915,0.5452153086662292,0.8467966318130493,0.8063660264015198
25,0.549409806728363,0.8608466386795044,2.0000000233721948e-07,1.311837077140808,0.6147332787513733,0.48971331119537354,0.8249337077140808,0.9678109288215637,0.5604881644248962,0.8455055952072144,0.7984085083007812
