epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
15,0.5048903822898865,0.8194842338562012,9.999999974752427e-07,1.6246670484542847,0.5572742223739624,0.4495784044265747,0.8355437517166138,0.9772931933403015,0.46943199634552,0.8469945192337036,0.8222811818122864
16,0.5099493861198425,0.8262485861778259,9.999999974752427e-07,1.5792711973190308,0.5699373483657837,0.4603709876537323,0.8328912258148193,0.9737633466720581,0.5195728540420532,0.8401083946228027,0.8222811818122864
17,0.5217537879943848,0.8288878798484802,9.999999974752427e-07,1.5492579936981201,0.5755033493041992,0.46273186802864075,0.8355437517166138,0.9726431369781494,0.5426316261291504,0.8419618606567383,0.8196286559104919
18,0.5430017113685608,0.8482826948165894,9.999999974752427e-07,1.4108436107635498,0.6055508852005005,0.48566609621047974,0.8275862336158752,0.9722161293029785,0.5441573858261108,0.83152174949646,0.8116710782051086
19,0.5450252890586853,0.8446148037910461,9.999999974752427e-07,1.4439888000488281,0.6046608686447144,0.4900505840778351,0.8196286559104919,0.9725292325019836,0.5357885956764221,0.8406593203544617,0.8116710782051086
20,0.5510961413383484,0.8492626547813416,2.0000000233721948e-07,1.4201502799987793,0.6104821562767029,0.4910624027252197,0.8143236041069031,0.9741002321243286,0.533012330532074,0.8328767418861389,0.8063660264015198
21,0.5504215955734253,0.8507959246635437,2.0000000233721948e-07,1.4109286069869995,0.6062602996826172,0.49645867943763733,0.8196286559104919,0.9727776050567627,0.5414736270904541,0.8324176073074341,0.8037135004997253
22,0.558178722858429,0.8487778902053833,2.0000000233721948e-07,1.4218612909317017,0.6122449040412903,0.49578413367271423,0.8063660264015198,0.9711677432060242,0.5577564835548401,0.8164383769035339,0.790450930595398
23,0.5608769059181213,0.8546024560928345,2.0000000233721948e-07,1.3709716796875,0.6208651661872864,0.49376052618026733,0.8010610342025757,0.9697844982147217,0.5680833458900452,0.8189415335655212,0.7798408269882202
24,0.564249575138092,0.8593050837516785,2.0000000233721948e-07,1.3410617113113403,0.6319531798362732,0.5096121430397034,0.790450930595398,0.9682266712188721,0.5822093486785889,0.8109589219093323,0.7851458787918091
