epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
15,0.5089375972747803,0.8216423988342285,9.999999974752427e-07,1.5829161405563354,0.5666806697845459,0.4543001651763916,0.8355437517166138,0.9783535599708557,0.4393397569656372,0.8520547747612,0.8249337077140808
16,0.5355817675590515,0.8359029293060303,9.999999974752427e-07,1.4976825714111328,0.5927659869194031,0.4698145091533661,0.8249337077140808,0.9752752780914307,0.4839494824409485,0.8419618606567383,0.8196286559104919
17,0.5338954329490662,0.8364270329475403,9.999999974752427e-07,1.5086612701416016,0.5937238335609436,0.4785834848880768,0.8302386999130249,0.9744105339050293,0.5016465783119202,0.842391312122345,0.8222811818122864
18,0.5436761975288391,0.8471488952636719,9.999999974752427e-07,1.417001724243164,0.6060733795166016,0.4846543073654175,0.8328912258148193,0.9739131927490234,0.505710244178772,0.845108687877655,0.8249337077140808
19,0.5605396032333374,0.857812225818634,9.999999974752427e-07,1.3543351888656616,0.6205882430076599,0.4981450140476227,0.8275862336158752,0.9736407995223999,0.5054565072059631,0.8453038930892944,0.8116710782051086
20,0.5490725040435791,0.8510412573814392,2.0000000233721948e-07,1.3872731924057007,0.6195744872093201,0.4910624027252197,0.8328912258148193,0.9729203581809998,0.5086071491241455,0.842391312122345,0.8222811818122864
21,0.548397958278656,0.8523045182228088,2.0000000233721948e-07,1.3987315893173218,0.6181818246841431,0.4930860102176666,0.8381962776184082,0.9711753726005554,0.5152861475944519,0.8478260636329651,0.8275862336158752
22,0.5554805994033813,0.8541367053985596,2.0000000233721948e-07,1.3816862106323242,0.620675265789032,0.5021922588348389,0.8328912258148193,0.9712935090065002,0.5280335545539856,0.8527777791023254,0.8143236041069031
23,0.5649241209030151,0.860234797000885,2.0000000233721948e-07,1.3259382247924805,0.6439680457115173,0.5166947841644287,0.8328912258148193,0.9685686230659485,0.5367456674575806,0.8491619825363159,0.8063660264015198
24,0.5578414797782898,0.8562961220741272,2.0000000233721948e-07,1.3557542562484741,0.6191872358322144,0.49848228693008423,0.8196286559104919,0.9664522409439087,0.5595535635948181,0.8333333134651184,0.7957559823989868
