epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
15,0.5048903822898865,0.8177440166473389,9.999999974752427e-07,1.6352099180221558,0.5556478500366211,0.45126476883888245,0.8488063812255859,0.9791204333305359,0.4369317293167114,0.8712328672409058,0.8435013294219971
16,0.5126475691795349,0.8263477087020874,9.999999974752427e-07,1.563791275024414,0.567864716053009,0.4529511034488678,0.8408488035202026,0.9774070978164673,0.45828619599342346,0.8486486673355103,0.8328912258148193
17,0.5301855206489563,0.8374353647232056,9.999999974752427e-07,1.4869515895843506,0.5879864692687988,0.46880269050598145,0.8408488035202026,0.9770399928092957,0.47167378664016724,0.8505434989929199,0.8302386999130249
18,0.5355817675590515,0.84228515625,9.999999974752427e-07,1.4504015445709229,0.5982330441474915,0.47959527373313904,0.8461538553237915,0.976677656173706,0.4773067831993103,0.8606557250022888,0.8355437517166138
19,0.53794264793396,0.8454675078392029,9.999999974752427e-07,1.4435142278671265,0.5955573916435242,0.4792580008506775,0.8408488035202026,0.9773339629173279,0.4802047908306122,0.8524590134620667,0.8275862336158752
20,0.553794264793396,0.8542121052742004,9.999999974752427e-07,1.375736951828003,0.6219305396080017,0.4954468905925751,0.8461538553237915,0.9769569039344788,0.48128682374954224,0.8595041036605835,0.8275862336158752
21,0.5500842928886414,0.8552690744400024,2.0000000233721948e-07,1.36886465549469,0.6119528412818909,0.49038785696029663,0.8381962776184082,0.9775449633598328,0.4877787232398987,0.8432432413101196,0.8275862336158752
22,0.558853268623352,0.859928548336029,2.0000000233721948e-07,1.3470258712768555,0.6201486587524414,0.5065767168998718,0.8275862336158752,0.9767529368400574,0.4944140315055847,0.8410958647727966,0.8143236041069031
23,0.5720067620277405,0.863200306892395,2.0000000233721948e-07,1.3177636861801147,0.6365528702735901,0.5156829953193665,0.8302386999130249,0.975966215133667,0.49991297721862793,0.8465753197669983,0.8196286559104919
24,0.5649241209030151,0.8562535047531128,2.0000000233721948e-07,1.361128568649292,0.6199751496315002,0.5045531392097473,0.8222811818122864,0.9747539162635803,0.5104674100875854,0.8415300250053406,0.8169761300086975
25,0.5730185508728027,0.8640178442001343,2.0000000233721948e-07,1.3300849199295044,0.6411862969398499,0.517706573009491,0.8196286559104919,0.9722872376441956,0.5213652849197388,0.8370165824890137,0.8037135004997253
