epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
15,0.5143339037895203,0.8267084360122681,9.999999974752427e-07,1.5814744234085083,0.5640066266059875,0.4576728641986847,0.8381962776184082,0.977074384689331,0.4594843089580536,0.8563535809516907,0.8222811818122864
16,0.528161883354187,0.8295233249664307,9.999999974752427e-07,1.5333819389343262,0.5710733532905579,0.46475547552108765,0.8355437517166138,0.9752773642539978,0.4956115484237671,0.8539944887161255,0.8222811818122864
17,0.5372681021690369,0.8402169346809387,9.999999974752427e-07,1.4852181673049927,0.5881147384643555,0.4839797616004944,0.8435013294219971,0.9737247228622437,0.5069517493247986,0.8638888597488403,0.8249337077140808
18,0.5376054048538208,0.8446561098098755,9.999999974752427e-07,1.4298412799835205,0.5892185568809509,0.47554805874824524,0.8381962776184082,0.9738314747810364,0.5051279067993164,0.8559556603431702,0.8196286559104919
19,0.528499186038971,0.8410545587539673,9.999999974752427e-07,1.4789752960205078,0.5842975378036499,0.47689712047576904,0.8435013294219971,0.9735558032989502,0.5049121379852295,0.8655462265014648,0.8196286559104919
20,0.5376054048538208,0.8483601808547974,2.0000000233721948e-07,1.4109857082366943,0.6015037298202515,0.48566609621047974,0.8381962776184082,0.9721266627311707,0.5107368230819702,0.8672316670417786,0.8143236041069031
21,0.5433389544487,0.8466440439224243,2.0000000233721948e-07,1.4347474575042725,0.5978396534919739,0.4853288233280182,0.8408488035202026,0.9720451831817627,0.5201829075813293,0.8696883916854858,0.8143236041069031
22,0.5608769059181213,0.8597673773765564,2.0000000233721948e-07,1.339417576789856,0.6176954507827759,0.5062394738197327,0.8302386999130249,0.9717419743537903,0.5346243977546692,0.8595505356788635,0.8116710782051086
23,0.5534570217132568,0.8550208806991577,2.0000000233721948e-07,1.3740781545639038,0.6133333444595337,0.49645867943763733,0.8302386999130249,0.9705569744110107,0.5456544160842896,0.8603988885879517,0.8010610342025757
24,0.5598651170730591,0.8604472279548645,2.0000000233721948e-07,1.3318767547607422,0.6151342391967773,0.5099493861198425,0.8196286559104919,0.9688382148742676,0.559856653213501,0.8510028719902039,0.7877984046936035
